video_id	title	info	tags	duration	category
329	I also don't want the corners of the mouth to rise, but he seems to be looking at me!! [Hasho Knot String]	Cub's juvenile feeling absolutely, who knows in the editing of the corners of the mouth will fly to the sky hey! Today, cub cub finally arrived in Beijing ah ah ah! Happy! Yu Yu string really is light to think of the name will make people feel happy existence ah! Recently we see most of the ice he, in fact, he is super invincible under the ice big cute, smile really too cure!! BGM:EmptylovePS：A year and a half ago Cute little expression 1.0 Guide BV1kD4y1m7HJ	[2971, 3463, 4530, 3559, 2642, 3431, 87, 5500, 2847, 5080, 6058, 469, 5566, 5432, 3239, 950, 4418, 3468, 3748, 4679]	79	3
330	Disassortative disorder	The human world confuses the behavior, really someone brings this kind of strange behavior to the reality is I did not expect. Original animation: [cyanide joy show] last wish before death @ a special gentleman dubbing/editing:The Magic Penguin Man Official Box Painter of the Man in Triad:tail cat	[5207, 5326, 440, 1413, 5927, 1086, 2657, 4354, 3431, 4692, 4292, 1327, 3687, 2236, 1611, 4312, 3978, 1507, 3722, 4714]	157	4
331	The Hunanese conquered the Cantonese siri	Ha ha ha ha ha ha ha ha ha ha. Have fun. Daily activity mainly live broadcast ~ fixed time every night at 7:00 rainbow sauce and support 1 group:244494396 (Manchu) Rainbow Sauce and Support Group 2:931790992 Rainbow Sauce Wow Live Portal:https://live.bilibili.com/364027? broadcast_type=0&amp;is_room_feed=0&amp;share_source=copy_link Introduction of Rainbow Sauce BV1kv411K7eY The debut song of Rainbow Sauce (original pv) BV1Tv411w7KC	[2150, 2216, 2319, 3063, 5762, 4924, 5443, 3687, 144, 2236, 621, 3018, 5569, 3558, 561]	114	5
332	Sophomore Year End Week Record|Library Playground Night Run Skin Care	I like the busy and full days in school. Come on together at the end of the term ~?: Your Boy-Jereena Montemayor (recently discovered great R&amp;B diva	[3592, 1917, 2998, 2494, 211, 5890, 4475, 2236, 1691, 2890, 3205, 2789]	108	3
333	Every dorm has one close to God!	Like the little partner remember a little attention oh audit greatly hard!	[5677, 1125, 920, 1413, 2033, 5704, 1086, 1453, 144, 3431, 561, 5191, 2241, 1881, 3288, 931, 3687, 2236, 188, 4312, 2231, 1933, 803]	157	2
334	How to distinguish between Hong Kong style and Cantonese style	www.youtube.com Welcome to like, follow and forward	[4515, 2319, 268, 4496, 5762, 3599, 1182, 1264, 2618]	123	5
335	Guangdong team-mates, opening is the quintessence of Chinese culture	This time, the Reaper almost laughed his ass off.	[946, 2923, 4475, 5802, 5927, 2618, 447, 5953, 24, 4478, 144, 5074, 2875, 330, 2792, 5630, 579, 3687, 3835, 5762, 585, 3165]	75	1
336	Geng Shuang's soul asked three times, returning to rancor, the United States demanded compensation from China:Did you pay for it? Is there any accountability? Did you accept the consequences?	Source: Foreign Ministry Spokesperson's Office In 2009, H1N1 influenza broke out in the United States and spread to 214 countries and regions, killing nearly 200,000 people. Who asked the United States to compensate? In the 1980s, AIDS was first discovered in the United States and spread all over the world. I don't know how many people in the world suffered. Who asked the United States to blame it? Has anyone asked the United States to bear the consequences of the financial turmoil that took place in the United States in 2008, the bankruptcy of Lehman Brothers, and eventually turned into a global financial crisis?	[5773, 830, 3164, 2071, 5311, 538, 2809, 5460, 401, 2690, 1074, 1620, 2282, 5007, 1681, 3885, 5050, 4384]	144	7
337	After watching this video, you don't have to eat sugar today!	"How sweet are the smiles of the loveliest people? Today's ""sugar"" intake has exceeded the standard~(Source:Network)"	[21, 5539, 4752, 190, 4179, 5460, 3431, 3513, 4007, 1404, 4470, 6000, 3042, 1040, 2236, 2729, 950, 2008, 3205, 6104]	142	3
338	[Eight Rumors] Why is it so easy to believe?	Source: https://youtu.be/6apUGc6DZsY [eight rumors] why is it so easy to believe?	[2398, 2667, 2621, 3202, 2703, 5311, 3589, 4496, 2709, 710, 2690, 421, 3902, 3611, 1074]	134	3
339	At that time, the water had already reached his shoulders, and he was dying. He forced himself out. Later, he saw that the firemen were at ease.	CCTV News	[5539, 3551, 4266, 4199, 1143, 1074, 4468, 684, 4145, 4086, 5043]	61	3
340	The old branch secretary who shouted not to go out in the loudspeaker left.	http://n.miaopai.com/media/94SMVVgzsi81KVocJC8HdfLk-XR~O016.htm2 On 1, Sun Shizhen, secretary of Chengyang Village Branch of Fei County County, Shandong Province, died of sudden illness during the fight against Xinguan pneumonia at the age of 59. A video of Sun Shizhen shouting from a loudspeaker recorded his last work. It is reported, The village has a Wuhan returned home college students, The village arranged special personnel to the family isolation care. Sun Shizhen knew after the initiative docking, told them not to have ideological pressure.	[4196, 904, 280, 3042, 2395, 5387, 2236, 3205, 5043, 5310]	117	3
341	The hardest thing to steal in the world is my dad's remote	I'm really bored at home recently ... I can't get out of the door completely. Share some boring daily tweets:@ Fishing Expert Deng Datou	[447, 2116, 965, 6000, 1412, 1770, 3687, 2236, 2147, 1576, 5493, 1283, 5351, 3480, 4312, 3820, 4053]	174	2
342	Mayumi's Thousand Layers Routine	New up main technology is not fine, the production is relatively rough, still in the process of learning, thank you for your support, your company is my biggest motivation ~	[1560, 2400, 5953, 4509, 1381, 5249, 3687, 3431, 5074, 3036, 3358, 4546, 1689, 5351, 511, 5927, 2789, 5691]	99	1
343	My brother took a lot of pressure off a poor family.	Tofu little brother and short brother 's daily favorite point of attention ~!~	[447, 5927, 311, 5344, 4248, 5976, 3431, 2471, 2236, 3687, 4174, 5428, 5043]	136	2
344	Contemporary young people blind date status introduced by others VS actual	This video is pure entertainment!	[5286, 109, 5602, 3436, 4080, 4367, 1952, 3687, 3028, 1829, 4608, 2779, 1552, 2231]	94	4
345	"Stealing Everywhere"" by Marketing Number ""Stealing"	BGMTrip-AxeroEverything-Yinyues thanks UP@ Junichiro Bear for speaking up.	[5057, 2860, 1938, 3926, 1413, 2236, 3205]	149	3
346	"Black Myth: Zhang Daxian"" Real Machine Demonstration Deleted Fragments Outflow"	. 'm sorry.. 'm sorry.. 'm sorry.. 'm sorry.	[4392, 5808, 5953, 3835, 111, 1283, 1146, 357, 5645, 5739, 112, 2013, 968, 95, 1294, 2906, 155, 4292]	125	1
347	[King] The moment BGM sounded, the soul of Game King came	Theatrical version of the original video: av9123347119:30 start the original is no BGM (basically), manual with a warm duelist BGM found that the synchronization rate 100%!!! Do not miss the game like Oh! ps: If you like, give me 450 coins (funny	[5326, 5725, 4101, 2494, 1203, 1592, 3029, 456, 4598, 3140]	109	6
348	Take it! Love cycle	The video was recorded before going to Shanghai, so the hair is still quite long. I can't repair the sound, I can only re-record if I'm not satisfied. Finally, I recorded it more than 600 times. I'm completely numb. I don't know if it sounds good or bad, so I sent it out and broke it. See if there's a next time. Direct broadcast room: https://egame.qq.com/r/23333 Weibo:@ Pure Black GK	[1735, 2435, 5027, 950, 311, 1317, 2198, 5908, 989, 1528, 1324, 2479, 422, 3156]	101	0
349	"Suit Thug"" Pure Black-Black Brother Walks Red Carpet"	Penguin E-sports Pure Black Direct Broadcasting Room: 23333	[2636, 5211, 5292, 5074, 143, 3156, 3415]	87	1
350	How do you say love?	Behind each affectionate eyes, who knows how much sorrow	[2435, 2262, 2759, 5214, 1528, 799, 3282, 2397, 5443, 4780, 5016, 1283, 5891, 1173]	107	0
351	"After 10 years, the ""aftermath"" of the nuclear leak is still there! Japan's mutant flora and fauna are beyond imagination"	"Recently, the Japan government announced its decision to discharge nuclear waste water into the sea, triggering fierce resistance from all over the world and all walks of life in Japan. In Japan alone, more than 55 per cent of citizens oppose nuclear sewage discharges. After ten years,""no ears rabbit, variation of wild boar, nine feet octopus,"" nuclear leakage caused by the Fukushima mutant biological more serious than you think!"	[3320, 1041, 2809, 5137, 1297, 1369, 4156, 498, 3446, 3964, 5130, 4104, 1541, 2016, 2098, 2435, 5963, 1651, 3949, 3019, 1319, 1074]	178	7
352	Most animals in Fukushima, Japan, mutate! Is Godzilla really coming?	Youtube The serious consequences of Fukushima nuclear pollution in Japan are breaking out! Most animals in Fukushima, Japan, mutate! Is Godzilla really coming?	[5963, 5926, 3334, 496, 5174, 3964, 498, 1631, 3057, 2714, 1636, 3072, 729, 3608, 5055, 2426, 3205]	127	0
353	[Environmental Protection Positive Energy Advertisement] Fukushima Nuclear Waste Water Energy Drink (exclusive to Japan)	"It is impossible to put, really can not drink it"" in such oriental aesthetic thinking, the birth of this product. Japan's exclusive privilege-drink this energy drink, let you have unlimited possibilities hope that Japan can greatly dig into this unique resource, for the benefit of the vast number of its own people!"	[2435, 411, 5963, 1041, 3978, 3964, 1327, 1086, 2809, 5657, 3687, 2236, 3019, 3331, 57, 763, 4312, 5097]	87	4
354	"The Ministry of Foreign Affairs tweeted a new picture of ""Arsenic, Naphthalene, Tritium Surfing Lithium"" to anger the Neon Nation and the Big Nuclear Nation:Strongly protest! Get out of there!"	"The Ministry of Foreign Affairs tweeted a new picture of ""Arsenic, Naphthalene, Tritium Surfing Lithium"" to anger the Neon Nation and the Big Nuclear Nation:It's a lot of damage, it's insulting, get out of here! This is the ""know small ceremony without righteousness"" of the great nuclear nation great irony, great irony of the neon people duplicity show performance. Therefore, Zhao Lijian this wave of operation is really dripping happy, adopted the enemy can understand the way to teach each other. I believe this move will not only sting the Japan, but also awaken more people around the world to oppose Japan's indiscriminate dumping of nuclear waste."	[5241, 104, 6069, 3769, 655, 1602, 3964, 5840, 3815, 3072, 4468, 1264, 886, 4384, 1828, 2714, 2690, 5963, 1568, 98, 1763, 3280]	142	5
355	It turns natural disasters into man-made disasters. It apologizes but does not admit its mistakes.	Mixing: God Rabbit P Planning: Youth Shandong It turns natural disasters into man-made disasters, it apologizes but does not admit mistakes.	[411, 669, 5327, 3964, 1568, 2919, 3042, 1700, 799, 1528, 5016, 1708, 5074, 3902, 4156, 5280, 5642]	162	0
356	"Xinjiang Cotton Event DISS-""Cotton Does Not Change Color"	Today, I feel comfortable when I go out wearing Huili--------Planning/assisting in design:Composition/composition/singing by Guangdong Communist Youth League:Dream Because of You Arr: ATTBEAT Remix:TU-JZ Video Production: Shark Ringo Cover:Soda Hot Cocoa----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	[2435, 830, 239, 3790, 1528, 799, 5016, 1681, 4809, 511, 3301, 2013]	169	0
357	That's probably the coolest introduction I've ever seen.	Life in the first video, you three quality ah!!!!	[2116, 2865, 941, 5677, 5344, 4451, 2834, 3687, 2236, 1413, 1430, 1576, 3338, 2909]	147	4
358	Senior high school students use their own experience to tell you what to do the day before an exam	Experience a day of out-of-town travel with 15 yuan Fan Group: 329685771 Phase II:av 49034419 micro blog:A cloth gentleman	[447, 2674, 965, 4826, 6000, 1412, 1496, 194, 5443, 3687, 2236, 2370, 3722, 1098, 3476, 4312, 1498]	169	2
359	What will happen when Ge Jun meets Xueba???	Like remember to give a three oh!!!! This video is purely funny, no black meaning of others!! Just have a good time!!	[75, 486, 2314, 1412, 4595, 3687, 2236, 3249, 2276, 5839]	65	2
360	Interview the first student to leave the examination room	Lu Benwei Fight Landlord Lin Huan	[4365, 1848, 4334, 2709, 2000, 2224, 1636, 5739, 3687, 136, 1969, 5519]	107	2
361	Interview with the first Zhuge Village Man to leave the examination room	I forgot to add the college entrance examination and re-cast.	[2565, 486, 1208, 3471, 2742, 3687, 2013, 2236, 5978, 3722, 1663, 5519]	94	2
362	[Hua Nong Brothers] Yueqing met Su Liang for the first time	"In October 2017, at a full moon party, Hu Yueqing was busy holding a camera and was just seen by Liu Suliang."" At that time, Liu Suliang, who had experienced heavy losses on rainy nights, had already found out a set of brand-new breeding methods. The bamboo rats were all growing happily and taking shape, and needed 'propaganda and propaganda'. They hit it off. Excerpt from http://www.example.com ""I went to the hometown of Hua Nong Brothers to see if the bamboo rat was OK""renjian.163.com/19/0111/12/E585ROGK000199ET.html"	[1202, 4080, 2708, 2575, 1356, 656, 4639, 28]	140	4
363	"Little Lamb Drillon"" 10:""Wear and tear"	It's a lot of hard work to review! It's a lot of hard work to review! It's a lot of hard work to review! Little Fish Dried Original God Two Creation Drama Ending Zhong Li Expression Source:BV1cf4y1v7SR Authorized Other expressions are drawn by up and up's mysterious assistant Click to pay attention to the chase, continue to update from time to time	[3928, 5334, 1688, 1125, 3798, 2309, 2958, 5074, 4434, 1474, 1807, 2374, 4061, 3292]	85	5
364	The greatest attack of Goat Village!	Everyone help me on the hot spot, ask three times, point a praise also OK!✧ෆ◞◟˃̶̤⌄˂̶̤⋆	[946, 1009, 309, 1203, 823, 3381, 3899, 707, 2570, 3971, 3985, 2152, 2294, 1611, 4416, 291, 5043]	106	6
365	"Driver: A ""double flash,"" understand everything"	Recently, on a narrow mountain road, a semitrailer met a large truck. The truck driver took the initiative to give way to the other party and did not forget to tell him:Slow down ~	[1519, 1380, 2978, 3164, 4860, 3167, 2361, 2589, 5460, 5495, 2312, 2395, 4468, 3431, 4007, 5351, 1074, 5122]	133	3
366	"[The fourth artificial eye ""collection""]"	For a few people	[5681, 3846, 1713, 744, 1528, 1898, 5074, 2236, 104, 5269, 1378, 1375, 3205, 4443]	80	5
367	"[The third artificial eye ""gear""]"	Every issue will be different. I'll improve it a lot.	[4443, 3846, 332, 2236, 726, 3205, 5269]	81	5
368	First time I've ever worn an eye.	A few pieces.	[1933, 1651, 4443, 1906, 3846, 4506, 3431, 2236, 726, 198, 4957, 3205, 5354, 5269]	119	5
369	A sense of ceremony before a girlfriend goes on the scale.	bgm：Astronomia(OriginalMix)	[5245, 566, 1369, 4754, 1480, 735, 1249, 1203, 1952, 3431, 5074, 3774, 886, 2335, 931, 1460, 3899, 3205, 1113]	61	6
370	[April/Suqing Author/Tomita Miyu] Combatants are being dispatched! PV2 [MCE localization group]	Official PV1: av458483534	[538, 1618, 1413, 5074, 2206, 4061, 3517, 145, 201, 1644, 1084]	122	6
371	Red Blade	Battlefield 5 is not my bully!	[5294, 5312, 5778, 3026, 2958, 5803, 5074, 809, 5493, 5256]	86	5
372	Tomorrow's Ark Doctor's voice will be made public!	Does it look like the real thing?	[2435, 950, 2349, 1086, 744, 5443, 5091, 5074, 809, 456, 466, 2298]	122	0
373	Can angel, cover me!	Integrated Movement: I'm too hard!	[1468, 1412, 3584, 4947, 2958, 3687, 5074, 809, 5493, 2506]	82	5
374	Haidilao's birthday [a customer who beats the waiter]:If the enemy is too strong, join him!	Weibo	[5030, 5869, 2095, 5961, 14, 6000, 3568, 5346, 3687, 5230, 2236, 2780, 2294, 1321]	80	2
375	Deceive my younger brother to go to Haidilao for his birthday. Look at his panic-stricken appearance. Ha ha ha	If you want to see what video I shot or have any good suggestions, you can send me a private message or tell me in the comment area. Thank you for watching	[4754, 5869, 3730, 1957, 1036, 1086, 5346, 3568, 2236, 2780, 2302, 2294, 3820, 5307, 3205, 2034, 5085]	110	3
376	It's Cory's birthday at Haidilao.	Happy birthday to my favorite sparkler, Clea! Minna of the Zephyrs is here for her birthday!	[5294, 5745, 3016, 3014, 826, 1688, 5211, 4354, 2443, 3568, 2958, 4111, 5074, 651, 2281]	115	1
377	for nagisa's birthday.	Don't edit, upload directly, I in the video like a cerebral palsy, helpless (must be the shooting angle problem, bad friends harm me)	[714, 830, 5700, 1631, 5022, 6004, 5230, 2236, 3205, 4348]	91	0
378	It's a good idea.	Big brother, please praise it	[3392, 2864, 4886, 950, 3164, 4946, 6000, 5499, 3687, 144, 2236, 2057, 4224, 5664, 4734, 2231, 1084]	140	2
379	"Yinyang Shi"" xTV animation ""Ghost Extermination Blade""|Linkage PV and vertical drawing publicity"	"Yin and yang rotation, ghosts interweave, cut the fetters constantly connect the same faith, will be in peace world intersection.↓↓↓ ""Yin Yang Shi"" ×TV animation ""Ghost Extinction Blade"" limited linkage first bullet will be officially opened on February 7! Linkage PV was officially made public. Before and after the awakening of Zaomen Tanjiro and Zaomen Mi Douzi, the painting was officially made public. The out-of-print limited linkage role will soon officially come to Beijing. I wonder with whom the grown-ups are going to make a pact? Linkage gathering is in progress, adults who haven't made an appointment remember to go to http://yys.163.com/m/demonslayer/about Yin-Yang division mobile game ↓↓https://www.biligame.com/detail/? id=80"	[4676, 2835, 1203, 3161, 3845, 1075, 5237, 2958, 5074, 2206, 2857, 1989, 5891, 3935, 5085]	92	6
380	Probably only people who like the second yuan will be pushed to it	I know this kind of video is unlikely to be recommended, because in this Short Video fast-food era, without some eye-catching cover and title, how many people will click on this video, and how many people can calm down to watch it! Too many white whoring, too many next time must, how many adhere to the creative enthusiasm to kill. Haha, but it doesn't matter, although small crowd, but I believe there are always people who will like it. When I was a child, I like to look up at the starry sky, grew up to find how precious it is! The city's night sky is endless light pollution, perhaps as long as away from the hubbub, to see the stars! Fate let you and I meet here, I hope you can calm down to appreciate this work, if it warms you, heal you, may wish to point a praise, vote	[2494, 1203, 3020, 769, 1577, 5130, 989, 1835, 1423, 4102, 3527, 4440, 3820, 4129, 5223, 4554, 3144]	121	6
381	"BLACKPINKX Selena ""IceCream"" by Harrian Harryan"	"Hello, everyone! This song is a cover of Blackpink's ""IceCream"" with her sister. I hope you will enjoy our singing! ThanksforWatching:)"	[2435, 2262, 1317, 1283, 3295, 1528, 144, 3122, 39, 4130, 5578]	149	0
382	[Super Sponge JoJo Man] Undersea Wind [Super Sponge BOB's Wonderful Adventure Part 5 OP]	"If you like it, please praise the collection so that we know ha, we have a little bit of the sea of stone before the sea to open the sea version, ha ha ha ha. In addition, Narmak's final season feature film of ""Super Sea"" has finally entered the stage of dubbing actor selection after a long delay. We may finally decide to cancel the Chinese dubbing and use Japanese directly. Of course ... It's hard to say when to finish, but I'll share it with you as soon as possible. ""Super Sponge Man"" Final Season Official Chinese Edition Episode 1:BV1ta4y1a7Va Super Sponge Man Final Season Official Japanese Edition Episode 1:BV1Ev411q7Qm Super Sponge Man Season 1 Trailer:av17196962 Super Sponge Man Season 1 OP:av14014036 Super Sponge Man Season 1 ED:AV15160954 Super Sponge Man Season 2 OP:av20646582 Super Sponge Man Season 2 ED:AV20556477 ""Super Sponge Man"" Super Shanzhai 5-in-1 with colorful egg:AV21110818 Super Sponge Man Prequel OP:av23807006 Super Sponge Man Big Movie Trailer:av30341153 Super Sponge Man Finale OP:av47453858 Super Sponge Man Finale ED:ED:av46786245 Darling in the PlanxxOP:AV35864170 Super Sponge Man BOB's Wonderful Adventure-Sea Wind OP:av62738449 ""Super Sponge Man"" SilentSolitude Chapter Ao Tian ED:av47369746 ""Super Sponge Man"" Seven Deadly Sins Outside OP:BV1uZ4y147S2"	[1128, 1317, 1203, 3844, 3899, 3078, 3585, 1909, 3687, 1262, 3774, 5059, 1283, 5603, 5399]	99	4
383	JOJO Battle Tide op60 frames 1080p sound version	The original author: Mr. Araki, the original material is 24 frames to 60 frames, and there is an op, this series is over.	[2435, 5319, 1203, 4002, 452, 5787, 4189, 3140, 4053]	93	6
384	[Broken 3x Original God] The Wonderful Adventure of Keqing:Immortalite OP	"Broken 3"" X ""Original God"" wonderful linkage, this time try to restore JOJO fourth OP with MMD, if you like, please three companies support ah ~ production cooperation:Coarse salt tank BGM: Aoki Karin, Hakegawa Daiseske-GreatDays Model source:Mihayu-Collapse 3, Original God"	[5725, 4240, 1631, 1203, 1688, 1666, 631, 5522, 989, 4302, 2308, 2958, 998, 5882, 2885, 2374, 2245]	83	1
385	What will your hair look like if you don't cut it for a year	https://youtu.be/ZdaK4DuaI18	[3727, 5938, 5489, 3056, 1153, 3152, 2172, 881, 3205]	73	3
386	Takoyaki, this hand is invincible	Eat all over the world to share food	[5745, 519, 3168, 271, 1460, 4696]	111	3
387	"Play ""Love You at 105℃"" with four calculators"	I resurrect spicy	[3672, 4386, 1528, 1529, 5189, 3711, 4221, 5067, 4443]	91	5
388	[World-weary Youth] Magic voice, satire full open! BadGuy 's lyrics are all expected, maybe I was born with satirical skills (original Pv.)	"Performance Art Abstract""-Original:Badguy-Billie Eilish-Cover:Fang Yuan-lyrics: Fang Yuan-later:Dimfragrance-Painter: Cai Shisan-PV:Dark incense word important, although it is a bowl to write out the word, but I still like it, as a novice to fill in the word there are insufficient places also please advise. A little worried about the lyrics, as long as the comment area does not pinch up [I am worried about what], in fact, the whole song is not only satirical song mentioned, but also sing the song itself ""I"" noble, can only see other people's shortcomings never find other people's advantages, and did not find that they are so worship self-noble, so with feelings a little proud and indifferent. I hope to build a better society [what am I talking about], and then the lyrics need to be authorized, not privately taken away."	[1024, 2262, 1317, 1283, 989, 1528, 5443, 4493, 4130, 511]	153	0
389	"Calculator music ""faded"	"Original: ""Faded"" Original: ""Faded"" Original: Share Alan Walker 's single ""Faded"":http://music.163.com/song/36990266/? userid=563418639 (to the performer: Lu Xiaoyi 233 instrument: calculator brief introduction to add: rhythm needs to be improved, hope more support oh"	[495, 4199, 5853, 4386, 1023, 1529, 1528, 621, 3711, 3753]	92	0
390	"A ""bad"" for you chicken friends! Who says 2,000 damage isn't a hero!"	I just learned to play LOL, because my friend wrote lyrics to spit out ... QAQ is not my type! He's the one who can't move it!	[946, 2262, 1351, 1128, 4109, 1386, 4452, 2916, 5927, 468, 5953, 3494, 1528, 5074, 1957, 5091, 5739, 2675, 4312, 1460, 3019, 2954, 511, 3199]	122	1
391	Mid-autumn dumplings are really round	Remember to eat zongzi in Mid-Autumn Festival	[521, 1736, 4896, 5334, 1532, 3381, 573, 3687, 2236, 2436, 621, 2492, 1355, 4692, 4312]	123	2
392	I'm not a good person.	"I really hate being turned on by others when I sleep. Although my eyes are closed, my eyes are still bright in an instant."" Is that why you were found in the tomb of the King?"	[1156, 920, 1378, 5115, 2218, 573, 3607, 4692, 5191, 4896, 5992, 3687, 2236, 585, 4463, 1355, 4252, 2330, 1084]	86	0
393	Doraemon: Nobita ... It's ... Who's ... [Thirteenth Issue]!!	Recently, I got sick, and it 's quite serious, but in fact, I don't like to say this kind of thing. You don't have to worry too much about the little cuties who see the introduction. I will try my best to come out. If you see it, it' s our little secret. Don't say it everywhere ~(^_−)☆ If you like this video, give me a triple beep ~ The cover and title have been authorized by Nestle himself!!! This video is for entertainment only. It doesn't contain any mapping of the real world. I don't know if I'll do this series again. If you want to see it, give me some indication. (Crazy hint animation name: Doraemon has opened someone 's profile, don't you pay attention? ('ω·) Attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!! Ask for attention!!	[830, 4536, 3508, 1413, 2249, 2987, 5115, 2314, 1779, 1203, 621, 4246, 5191, 4896, 6000, 4681, 3687, 2236, 4312, 4053, 3899, 1576]	137	4
394	I dried the soy sauce	After the happy Lang, after the wife music sand sculpture advertisement third bullet-kitchen state soy sauce delicious fresh, bask in the foot 180 days! This is the big drying ground, there are pictures have the truth! Right here! I advise you to turn out your heart, lung and intestines, bask in the sun, bask in the sun for 180 days! Kangxi, Liu Huaqiang, melon boss, Song Tiger, Zhen Tao friendship join.	[257, 4909, 4220, 343, 5739, 112, 3687, 417, 1413, 4095, 3107, 5918, 1656, 4945, 4315]	97	2
395	Old age trap	QQ	[2720, 274, 2638, 5060, 4695, 3846, 423, 3607, 2236, 559, 3722, 4737, 2024, 3205, 5140, 3559]	107	4
396	intelligent old man stool	Seeing this mobile phone made by a friend B, I laughed and smoked 233333. I also came to rub it ~	[3664, 1931, 5154, 3516, 2355, 4354, 183, 112, 144, 5990, 291, 3558, 4654, 4694, 5739, 3687, 5056, 585, 4508, 5878]	136	5
397	Wow! Super detailed tutorial [3 kinds of boiled potatoes] can all be drawn, will be collected!	[3 kinds of boiled potatoes] Like the little friends remember to coin a point of praise collection three oh!!! The whole network with the same name continues to update, pay attention not to get lost! Thank you very much for your recognition and support! Cooperation email: 396147926@qq.com	[5745, 3439, 244, 4220, 3934, 1213, 2906, 4296, 4069, 1517, 4136, 2778, 4615]	72	3
398	This is crazy! This is crazy! [Crazy Crispy Roast Chicken] The skin is crispy and the meat is tender. The sauce is exciting!!!	[Super detailed Cantonese crispy roast chicken tutorial, suitable for family gatherings, holiday food, Christmas, Spring Festival and New Year hard dishes, all very wow!] Like this issue of works of iron children can coin-like collection three oh! The whole network with the same name continues to update, pay attention not to get lost! Thank you very much for your recognition and support! Cooperation email: 396147926@qq.com	[5514, 5804, 4061, 6064, 5342, 144, 4692, 1891, 6095, 271, 1553, 2016, 4615, 4976, 5745, 1018, 5211, 1143, 3722, 4069]	62	0
399	This is crazy! This is crazy! [Crazy Big Chicken Leg] One Piece King Lufei's favorite, it's this taste!	[Find a weekend to add a big chicken leg to your family! You can also have a creative hard dish on an important festival.] Those who like this work can put money into the collection of three consecutive oh! The whole network with the same name continues to update, pay attention not to get lost! Thank you very much for your recognition and support! Cooperation email: 396147926@qq.com	[5115, 5745, 4551, 1340, 5725, 950, 5130, 5706, 5342, 271, 144, 4069, 2152, 5264, 2252, 1274, 4053]	73	6
400	How to improve your hump, six exercises to repair your arched back. Recommended collection!	Humpback makes people's temperament greatly reduced, seriously affecting personal image. Not only this, humpback is also a disease, it will produce oppression and injury to other organs of the body, for the sake of physical beauty and health, we must change this state early. The formation of humpback is accumulated, to correct humpback is also a slow and continuous process, need to find a suitable way. Six movements, in the spare time can practice, can effectively correct hunchback, must use. For other back stretches, click:https://musclewiki.cn/Handle/16/Male/Lowerback	[5115, 4198, 3973, 1128, 1401, 2971, 1713, 931, 2236, 3463, 3035, 4714]	164	3
401	Let Bond fly for a while.	"let that bullet fly unreleased clip from ""Marbon:No Time to Go ""Video Material"" Let the Bullets Fly "" Casino Royale "" Skyfall "" Spectre ""This video is purely fictional and for entertainment only"	[5286, 252, 3813, 4080, 2865, 2513, 3978, 5456, 4736, 3101, 5046, 425, 1207, 2823, 144, 1101, 5371]	93	4
402	Lin Dan, why do you take him to tanning!!!!!!	I'm not compatible with tanning.	[2831, 1609, 5368, 4271, 362, 5983, 4418, 4231, 5432, 3463, 5000, 3573, 6069, 5591, 3559]	86	3
403	I wouldn't have believed it if I hadn't seen it with my own eyes.	The shooting place is located in Shihu, Suzhou City, Jiangsu Province. I don't know about the history of this house. I only know that it was renovated according to the ancient ruins. This is a house with a story. It is said that Fan Chengda, a poet of the Southern Song Dynasty, resigned his official position and returned to his hometown. Later, a painter in his late seventies discovered the site and bought it and lived here with his wife.	[3620, 3769, 5211, 2669, 84, 4758, 4384, 5373, 4006, 3280, 1264, 5140]	61	5
404	Writing on a spoon with a whiteboard marker will float in the water! How does this work?	"Bgm: ""sea weed remix"" and ""bohu says"" piano version"	[4362, 4427, 443, 609, 989, 2712, 5849, 3687, 4881, 2236, 1413, 162, 1691, 2183, 5690, 2509, 3503]	148	5
405	[Handwriting] 0.03 pen? It's like writing with a needle.	"bgm ""Preface to the West Building"	[4362, 5166, 1192, 2707, 1507, 3490, 4527, 5304, 5121, 989, 3802, 2471, 2236, 4358, 2183, 162, 3559]	102	5
